label,message,processed_text,language
ham  ,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",yun ahth ubi one say wan call tomorrowcal look ireneer got bus ubi cresubi tech parkph st wkg daysn,english
ham  ,Ugh. Gotta drive back to sd from la. My butt is sore.,ugh got ta drive back sd la butt sore,english
ham  ,26th OF JULY,th juli,english
ham  ,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi im relax time ever get everi day parti good night get home tomorrow ish,english
ham  ,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,wan come come lor din c stripe skirt,english
ham  ,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,xmas stori peac xmas msg love xmas miracl jesus hav bless month ahead amp wish u merri xmas,english
ham  ,"I can't, I don't have her number!",cant dont number,english
ham  ,Change again... It's e one next to escalator...,chang e one next escal,english
ham  ,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,yetund im class run water make ok pls,english
ham  ,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,lot happen feel quiet beth aunt charli work lot helen mo,english
ham  ,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,wait bus stop aft ur lect lar dun c go get car come back n pick,english
ham  ,"Aight will do, thanks again for comin out",aight thank comin,english
ham  ,No..but heard abt tat..,nobut heard abt tat,english
spam ,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,pleas call custom servic repres freephon ampm guarante cash prize,english
ham  ,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yesh realli greatbhaji told kalli best cricket sachin worldveri tough get,english
ham  ,&lt;#&gt;  am I think? Should say on syllabus,ltgt think say syllabus,english
ham  ,Umma. Did she say anything,umma say anyth,english
ham  ,Give me a sec to think think about it,give sec think think,english
spam ,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd call optout,english
ham  ,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,dont quit know still cant get hold anyon cud pick bout pm see theyr pub,english
ham  ,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",poyyarikaturkolathupalayamunjalur posterod dis ltgt,english
ham  ,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",dear heroi leav qatar tonit apt opportunitypl keep touch ltemailgt kerala,english
ham  ,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,lol would mom would fit tell whole famili crazi terribl,english
ham  ,"I just got home babe, are you still awake ?",got home babe still awak,english
ham  ,I dunno they close oredi not... Ü v ma fan...,dunno close oredi v fan,english
ham  ,Just buy a pizza. Meat lovers or supreme. U get to pick.,buy pizza meat lover suprem u get pick,english
ham  ,"Ya, told..she was asking wats matter?",ya toldsh ask wat matter,english
ham  ,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",dearregret cudnt pick calldrov frm ctla cochin homeleft mobil carent style ishtamayoohappi bakrid,english
spam ,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate pobox wwq normpton,english
ham  ,Shall i send that exe to your mail id.,shall send exe mail id,english
ham  ,Nope watching tv at home... Not going out. V bored...,nope watch tv home go v bore,english
ham  ,Don know..wait i will check it.,knowwait check,english
ham  ,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",good afternoon glorious anniversari day sweet j hope find happi content prey think send teas kiss across sea coax imag fond souveni cougarpen,english
spam ,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess somebodi know secret fanci wan na find give us call landlin dateboxessexcmxn pmin,english
ham  ,We still on for tonight?,still tonight,english
ham  ,May i call You later Pls,may call later pls,english
ham  ,Hasn't that been the pattern recently crap weekends?,hasnt pattern recent crap weekend,english
ham  ,I have a sore throat. It's scratches when I talk,sore throat scratch talk,english
ham  ,Yes da. Any plm at ur office,yes da plm ur offic,english
ham  ,Are you not around or just still asleep? :V,around still asleep v,english
ham  ,"Lol you forgot it eh ? Yes, I'll bring it in babe",lol forgot eh yes ill bring babe,english
ham  ,"Its good, we'll find a way",good well find way,english
ham  ,Can not use foreign stamps in this country. Good lecture .,use foreign stamp countri good lectur,english
ham  ,Yup bathe liao...,yup bath liao,english
ham  ,HAPPY NEW YEAR MY NO.1 MAN,happi new year man,english
ham  ,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh mr sheffield wan na play game okay your boss im nanni give rais ill give one,english
ham  ,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,zoe hit im fuck shitin il defo tri hardest cum morow luv u million lekdog,english
ham  ,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",hello babi get back mom set comput fill belli goe loverboy miss alreadi sigh,english
ham  ,"No my blankets are sufficient, thx",blanket suffici thx,english
ham  ,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt,english
ham  ,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",edison right said fool ask question wise man answer know us speechless viva gmgngegnt,english
ham  ,They just talking thats it de. They wont any other.,talk that de wont,english
ham  ,Today am going to college so am not able to atten the class.,today go colleg abl atten class,english
ham  ,I'm in class. Will holla later,im class holla later,english
ham  ,Easy ah?sen got selected means its good..,easi ahsen got select mean good,english
ham  ,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,mmm that better got roast id b better drink good indian,english
spam ,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",know someon know fanci call find pobox lshb p,english
ham  ,"Come round, it's .",come round,english
ham  ,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",thing chang sentenc want concentr educ career im leav,english
spam ,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",flirt txt girl bloke ur name age eg girl zoe join get chat,english
ham  ,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,walk hour c u doesnt show care wont u believ im serious,english
spam ,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,day euro kickoff u kept inform latest news result daili unsubscrib send get euro stop,english
ham  ,Are you available for soiree on June 3rd?,avail soire june rd,english
ham  ,Do u noe wat time e place dat sells 4d closes?,u noe wat time e place dat sell close,english
ham  ,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",got anoth job one hospit data analysi someth start monday sure thesi got finish,english
ham  ,Jay's getting really impatient and belligerent,jay get realli impati belliger,english
ham  ,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin bristol st week april les got rudi new yrs eve snoringthey drunk u bak colleg yet work send ink bath,english
ham  ,I'm at work. Please call,im work pleas call,english
ham  ,Then u drive lor.,u drive lor,english
ham  ,Ard 515 like dat. Y?,ard like dat,english
ham  ,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell theyr femal v howr throw decid get,english
spam ,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastend tv quiz flower dot compar violet e tulip f lili txt e f chanc win cash wkentp,english
ham  ,I'm working technical support :)voice process.networking field.,im work technic support voic processnetwork field,english
ham  ,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,might come kerala daysso prepar take leav finalis dont plan travel visitne finish urgent work,english
ham  ,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok sure time tho sure get librari class tri see point good eve,english
spam ,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,new local date area lot new peopl regist area repli date start repli,english
ham  ,"That's fine, I'll bitch at you about it later then",that fine ill bitch later,english
ham  ,No my mum went 2 dentist.,mum went dentist,english
ham  ,Once free call me sir. I am waiting for you.,free call sir wait,english
ham  ,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meet u work tel shall work tomorrow,english
spam ,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someon u know ask date servic contact cant guess call reveal po box wu,english
ham  ,Jus finish bathing...,jus finish bath,english
ham  ,"alright, I'll make sure the car is back tonight",alright ill make sure car back tonight,english
spam ,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent tri contact u today draw show prize guarante call land line claim c validhr,english
spam ,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear uve invit xchat final attempt contact u txt chat,english
ham  ,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,lul im gettin juici gossip hospit two nurs talk fat gettin one think shes obes oyea,english
ham  ,Aight ill get on fb in a couple minutes,aight ill get fb coupl minut,english
ham  ,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz,english
ham  ,Where can download clear movies. Dvd copies.,download clear movi dvd copi,english
ham  ,"Yep, by the pretty sculpture",yep pretti sculptur,english
ham  ,Convey my regards to him,convey regard,english
ham  ,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,watch surya movi pm vijay movi pokkiri,english
ham  ,You tell what happen dont behave like this to me. Ok no need to say,tell happen dont behav like ok need say,english
ham  ,Can u get pic msgs to your phone?,u get pic msgs phone,english
ham  ,Send to someone else :-),send someon els,english
ham  ,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,english
ham  ,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,love start attractioni feel need everi time around mesh first thing come thoughtsi would start day end hersh everi time dreamlov everi breath namemi life happen around hermi life name heri would cri herwil give happi take sorrowsi readi fight anyon heri love craziest thing herlov dont proov anyon girl beauti ladi whole planeti alway sing prais herlov start make chicken curri end maki sambarlif beauti thenwil get everi morn thank god day mei would like say lotwil tell later,english
ham  ,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",frndship like needl clock though v r clock v r nt abl met evn v meetitz second bt v alwi stay conect gud,english
ham  ,I don't think he has spatula hands!,dont think spatula hand,english
ham  ,You can never do NOTHING,never noth,english
spam ,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,award sipix digit camera call landlin deliveri within day cs box mbp yr warranti ppm p p,english
ham  ,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorn today late ltdecimalgt min,english
spam ,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,win urgent mobil number award prize guarante call land line claim valid hrs ppm,english
ham  ,Please da call me any mistake from my side sorry da. Pls da goto doctor.,pleas da call mistak side sorri da pls da goto doctor,english
ham  ,Where r we meeting?,r meet,english
ham  ,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",well weather cali great complex great need car move freeli tax outrag great place sad part miss home,english
ham  ,Now only i reached home. . . I am very tired now. . I will come tomorro,reach home tire come tomorro,english
ham  ,Ryder unsold.now gibbs.,ryder unsoldnow gibb,english
spam ,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscrib ur draw gift voucher b enter receipt correct an elvi presley birthday txt answer,english
ham  ,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,dont fret ill buy ovul test strip send wont get til like march send postal addressul alrightokay,english
ham  ,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,gift tri get throw cliff someth,english
ham  ,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,ne thing interest good birthday u wrking nxt start uni today,english
ham  ,You busy or can I come by at some point and figure out what we're doing tomorrow,busi come point figur tomorrow,english
ham  ,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah go bore depress sittin waitin phone ring hope wind drop though scari,english
ham  ,Black shirt n blue jeans... I thk i c ü...,black shirt n blue jean thk c,english
ham  ,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,aiyah sorri lor watch tv watch forgot check phone,english
spam ,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,messag import inform user today lucki day find log onto fantast surpris await,english
ham  ,on hen night. Going with a swing,hen night go swing,english
ham  ,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see grin,english
ham  ,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,someon smoke everi time ive smoke last two week call text want smoke,english
ham  ,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),youll get headach tri figur u trust math promis,english
ham  ,S s..first time..dhoni rocks...,sfirst timedhoni rock,english
ham  ,Ok ill tell the company,ok ill tell compani,english
ham  ,"Awesome, think we can get an 8th at usf some time tonight?",awesom think get th usf time tonight,english
ham  ,So that means you still think of teju,mean still think teju,english
ham  ,"No I'm good for the movie, is it ok if I leave in an hourish?",im good movi ok leav hourish,english
ham  ,No no:)this is kallis home ground.amla home town is durban:),nothi kalli home groundamla home town durban,english
ham  ,So lets make it saturday or monday as per convenience.,let make saturday monday per conveni,english
ham  ,Hey... What time is your driving on fri? We go for evaluation on fri?,hey time drive fri go evalu fri,english
spam ,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",price claim call,english
ham  ,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,im go lunch wif famili aft dat go str orchard lor,english
spam ,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bore speed date tri speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd,english
ham  ,Cancel cheyyamo?and get some money back?,cancel cheyyamoand get money back,english
spam ,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,want anytim network min text new video phone five pound per week call repli deliveri tomorrow,english
ham  ,Ok.ok ok..then..whats ur todays plan,okok okthenwhat ur today plan,english
ham  ,Good morning princess! How are you?,good morn princess,english
ham  ,Aiyar sorry lor forgot 2 tell u...,aiyar sorri lor forgot tell u,english
spam ,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,take part mobil survey yesterday text use howev wish get txts send txt tc p,english
ham  ,Not tonight mate. Catching up on some sleep. This is my new number by the way.,tonight mate catch sleep new number way,english
ham  ,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",height oh shit situat guy throw luv letter gal fall brother head whos gayd,english
spam ,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,ur hmv quiz cashbal current maxim ur cashin send hmv pmsg,english
ham  ,"So check your errors and if you had difficulties, do correction.",check error difficulti correct,english
ham  ,Howz pain?hope u r fine..,howz painhop u r fine,english
ham  ,"Sorry, I'll call later",sorri ill call later,english
ham  ,Good morning princess! How are you?,good morn princess,english
ham  ,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",enter cabin pa said happi bday boss felt special askd lunch lunch invit apart went,english
ham  ,U wake up already? Thanx 4 e tau sar piah it's quite nice.,u wake alreadi thanx e tau sar piah quit nice,english
ham  ,K do I need a login or anything,k need login anyth,english
spam ,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget place mani free request stchoicecouk wish inform call,english
ham  ,LOL ... No just was busy,lol busi,english
ham  ,What * u wearing?,u wear,english
ham  ,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,messagesom text miss sendernam miss number miss sentdat miss miss u lot that everyth miss sent via fullonsmscom,english
ham  ,Oh:)as usual vijay film or its different?,oha usual vijay film differ,english
spam ,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year,english
ham  ,Have you had a good day? Mine was really busy are you up to much tomorrow night?,good day mine realli busi much tomorrow night,english
ham  ,And is there a way you can send shade's stuff to her. And she has been wonderful too.,way send shade stuff wonder,english
ham  ,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,realli tot ur paper end long ago wat u copi jus got use u happi lar still haf studi,english
spam ,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank winner notifi sms good luck futur market repli stop custom servic,english
ham  ,Babe ? I lost you ... :-(,babe lost,english
ham  ,Ok... Help me ask if she's working tmr a not?,ok help ask shes work tmr,english
ham  ,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,im drive rain ill get caught e mrt station lor,english
ham  ,Not a drop in the tank,drop tank,english
ham  ,(That said can you text him one more time?),said text one time,english
ham  ,"Sorry, I'll call later",sorri ill call later,english
ham  ,Ok i go change also...,ok go chang also,english
spam ,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),girl mani local u r virgin r readi fil ur everi sexual need u fil text cute p,english
ham  ,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sitter kaitlyn sick slept day yesterday,english
ham  ,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",sorri man accident left phone silent last night didnt check til got,english
ham  ,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,hey someth came last min think wun sign tmr hee,english
ham  ,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,hes adult would learn experi there real danger dont like peep use drug dont need comment,english
ham  ,Hey! There's veggie pizza... :/,hey there veggi pizza,english
ham  ,Yun buying... But school got offer 2000 plus only...,yun buy school got offer plus,english
ham  ,You sure your neighbors didnt pick it up,sure neighbor didnt pick,english
ham  ,K. I will sent it again,k sent,english
spam ,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,free entri wkli comp win fa cup final tkts st may text fa receiv entri questionstd txt ratetc appli over,english
ham  ,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theori argument win situat lose person dont argu ur friend kick amp say im alway correct,english
ham  ,Well. Im computerless. Time to make some oreo truffles,well im computerless time make oreo truffl,english
ham  ,"Haha yeah I see that now, be there in a sec",haha yeah see sec,english
ham  ,I am not having her number sir,number sir,english
ham  ,Lol now I'm after that hot air balloon!,lol im hot air balloon,english
ham  ,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok bus come soon come otherwis tomorrow,english
ham  ,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,msgs r time passthey silent say think u right also make u think least moment gd ntswt drms shesil,english
ham  ,"Yeah, we can probably swing by once my roommate finishes up with his girl",yeah probabl swing roommat finish girl,english
spam ,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozadecoukwrc itcould u,english
ham  ,Happy new years melody!,happi new year melodi,english
ham  ,Ü dun need to pick ur gf?,dun need pick ur gf,english
ham  ,Yay! You better not have told that to 5 other girls either.,yay better told girl either,english
ham  ,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,horribl u eat mac eat u forgot abt alreadi rite u take long repli thk toot b b prepar wat shall eat,english
ham  ,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",say fantast chanc anyth need bigger life lift lose live think would first person die n v q,english
ham  ,Just nw i came to hme da..,nw came hme da,english
ham  ,"I'm outside islands, head towards hard rock and you'll run into me",im outsid island head toward hard rock youll run,english
ham  ,To day class is there are no class.,day class class,english
ham  ,I'm in chennai velachery:),im chennai velacheri,english
ham  ,You flippin your shit yet?,flippin shit yet,english
ham  ,"K give me a sec, breaking a  &lt;#&gt;  at cstore",k give sec break ltgt cstore,english
ham  ,Am i that much bad to avoid like this?,much bad avoid like,english
ham  ,"Yo, you around? Just got my car back",yo around got car back,english
ham  ,Annoying isn't it.,annoy isnt,english
ham  ,"Goodmorning, Today i am late for  &lt;#&gt; min.",goodmorn today late ltgt min,english
ham  ,There's no point hangin on to mr not right if he's not makin u happy,there point hangin mr right hes makin u happi,english
ham  ,All will come alive.better correct any good looking figure there itself..,come alivebett correct good look figur,english
ham  ,In that case I guess I'll see you at campus lodge,case guess ill see campus lodg,english
ham  ,We're done...,done,english
ham  ,Come to my home for one last time i wont do anything. Trust me.,come home one last time wont anyth trust,english
ham  ,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,night worri appt shame miss girl night quizz popcorn hair,english
spam ,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,sex ur mobil free sexi pic jordan text babe everi wk get sexi celeb pocketbabecouk pic wk,english
ham  ,Ok... C ya...,ok c ya,english
spam ,You have 1 new voicemail. Please call 08719181503,new voicemail pleas call,english
ham  ,What he said is not the matter. My mind saying some other matter is there.,said matter mind say matter,english
ham  ,He also knows about lunch menu only da. . I know,also know lunch menu da know,english
ham  ,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",al moan n e thin goe wrong faultal de argument r faultf himso bother hav go thanxxx,english
ham  ,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transact refer number ltgt rs ltdecimalgt credit beneficiari account ltgt lttimegt ltgt,english
ham  ,Otherwise had part time job na-tuition..,otherwis part time job natuit,english
ham  ,I know she called me,know call,english
ham  ,"Me also da, i feel yesterday night  wait til 2day night dear.",also da feel yesterday night wait til day night dear,english
ham  ,Thanks for understanding. I've been trying to tell sura that.,thank understand ive tri tell sura,english
spam ,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year suppli cds store ur choic worth enter week draw txt music tscs,english
ham  ,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,whole car appreci last two dad map read semi argument apart thing go ok p,english
spam ,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sim subscrib select receiv bonus get deliv door txt word ok claim pmsg exp apr,english
ham  ,I need you to be in my strong arms...,need strong arm,english
ham  ,Also maaaan are you missing out,also maaaan miss,english
ham  ,His bday real is in april .,bday real april,english
ham  ,Guessin you ain't gonna be here before 9?,guessin aint gon na,english
ham  ,Ok then i will come to ur home after half an hour,ok come ur home half hour,english
ham  ,"Yo, the game almost over? Want to go to walmart soon",yo game almost want go walmart soon,english
ham  ,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probabl sure ilol let u know person wuldnt bother ur goin mite well,english
ham  ,I'll text now! All creepy like so he won't think that we forgot,ill text creepi like wont think forgot,english
ham  ,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",would good ill phone tomo lunchtim shall organis someth,english
spam ,You have 1 new voicemail. Please call 08719181513.,new voicemail pleas call,english
ham  ,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn make tonight want wait til tomorrow,english
ham  ,K..k..i'm also fine:)when will you complete the course?,kkim also finewhen complet cours,english
ham  ,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",true passabl get high score appli phd get year salari make life easier,english
spam ,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend ptone repli hl info,english
ham  ,Prakesh is there know.,prakesh know,english
ham  ,Teach me apps da. When you come to college.,teach app da come colleg,english
ham  ,Rofl betta invest in some  anti aging products,rofl betta invest anti age product,english
spam ,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u special select receiv cash holiday flight inc speak live oper claim,english
ham  ,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir receiv account anoth hr time sorri delay,english
spam ,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,repli name address receiv post week complet free accommod various global locat php,english
ham  ,So ü'll be submitting da project tmr rite?,submit da project tmr rite,english
